A0,A1,A2,B0,B1,B2
-6.40584600405433,0.831416926249895,-5.18034056930865,2.67304290078196,3.07304317049096,0.85699793986555
-4.97008211670811,-2.09064742474346,-2.24715332227784,2.77029813584478,0.411396492507661,2.27875775202947
6.37959921757678,2.22156033514291,6.77861614675761,-4.45928686659523,-1.39382940677885,-3.507554851909
-0.0214551725454752,4.04061051446821,1.07073989857074,-1.45062673632251,-2.12076616997389,-3.45838014381245
-0.539448476772451,0.797027873491719,-0.485048428335255,-2.9568574146731,1.90398939385753,3.1176214713152
0.513971643126277,1.78911791111704,1.04339193817207,0.765261389272866,1.99551811285198,-2.75895287681602
-2.29146809463395,0.336477680666251,2.07223266688497,-1.4074698164023,2.26701329509713,0.0045501565531799
-2.75827560212847,-3.66895798560691,-2.14812865394852,-0.952742309384917,0.98843156957229,2.21299682098545
2.22281050565946,5.91848392405443,2.43482827437508,1.20459385389361,2.22608113756936,1.87919983504807
5.51077505626777,4.4006238012261,2.87405824703608,-5.47959325033746,-4.63663248058923,-4.9330438711707
-3.18286234929701,2.27193082957869,-0.0555273620469986,-3.28655345034254,-6.38965938335603,-6.63954545244693
3.04493813178186,-0.295004767565603,-1.53111021016564,-6.36453863452874,-0.0503338111302813,1.26931555474031
-1.14965704996973,-3.4435709036389,-1.67790413533887,-2.68828456538094,-2.65805954932249,-1.65477979473846
-5.84883849336259,-5.45393485330341,-4.84716233664717,-4.90105424366068,-3.37339666799511,-1.13955785039497
-1.00576118845161,-3.76684224740075,-2.41856987481721,0.807574087909648,4.73163642492602,4.25843217549314
-9.38109205897781,-8.66734267621935,-8.02666210390396,0.523622914126524,1.53382834027014,-1.08755380657685
-3.34935464281037,-4.04552611488122,-2.32987508610654,3.23856509153671,1.20213497361901,-0.174518351136227
-3.65080265551816,-1.52604838228437,-3.63684362793267,0.447800283314563,-2.99111560336852,-0.966140841333145
-6.35083722056461,-3.57745746773614,-2.81631731139438,-0.726013341715989,0.758658179970682,-0.655998019844042
-1.79593941380101,-1.60969221346353,0.537513764972447,-2.26198412559753,-5.01754914143,-0.634254580479714
-6.73508468454392,-7.30813624838552,-7.03135849286133,3.23284884563087,4.03765980711545,1.37451330982666
-0.428340948000049,-2.21378238534477,-1.55446462587529,-1.4893984282044,-5.24299026590831,-4.18589788577975
-4.93355762052468,-2.44363597522031,-2.28357329817666,2.35777053929723,3.0547481523729,1.78224648263043
-0.677424179735015,-1.76660022643384,-1.27047400289138,4.08206137945242,3.3386521381385,2.39924919882948
-2.34902001543849,1.70658961478434,-3.3886659780249,0.496835804258552,-0.516489503869999,-0.896918845959758
-2.21404349095888,-2.53548619814512,0.117826743043662,5.5260459591798,5.17304986663371,4.50525564827831
4.04054834574214,6.18618338369237,3.97028096971276,-1.04926646533256,-2.35612176200375,-3.13965924706275
-0.703851114606124,0.684569911016225,0.758190270519337,-3.4928071494537,-4.89635631234785,-5.82122947225718
0.751890420742045,2.43766827884124,1.48208497144575,-5.6222008520988,-6.72448830680449,-4.54166929818604
-3.16265566221927,-3.2994843263046,-4.38529440775213,0.0401121004183294,5.00347190480443,-4.9361560881591
-2.94973583926434,-4.44995521374071,-4.11716082041961,3.60349744517051,4.04435905833283,8.61918920636364
-1.42431642776332,-3.35128423847128,-3.39902128047681,0.0247384754400798,0.73613233727023,-0.147295116986395
5.14900552792676,6.70681492272604,4.13708935603768,3.41813209845639,2.71452977805914,-1.15591122689844
3.91880063901876,3.92554228346933,2.73556324630424,7.15261538092234,3.57271265581657,5.1462634894233
-5.04339502091394,-0.232100404603637,2.37056667820549,4.90647159466976,3.84935268990047,3.53641390624227
-1.95027478204974,2.31018792812113,2.61403194889635,-4.59755473995553,-2.73746146558906,-7.12607106325107
-0.911094402762463,4.54456863688491,-0.118781364724972,-0.461209526831211,0.97247129751298,-0.334325022090714
1.3349895355579,2.32127179754199,2.94011414127493,1.52526059962988,3.02840766198884,2.12473364296633
-0.945237608785357,-0.231020083926448,-0.932255810717886,1.03471300617218,-1.88169182722598,-1.92682015767776
5.09461765430141,3.62820627011864,1.0578420433306,0.582347369563511,-1.53026700146764,-0.0399307289610521
1.68323318532431,1.75815101684934,-4.63472717316334,3.16476187505425,4.14458006949307,1.73128325220401
