A0,A1,A2,B0,B1,B2
5.54808789643624,-0.361275124787138,2.00069716714173,-1.520750011501,-0.217273239842713,1.40869334971966
0.0513311826450763,-1.23960573121694,-5.63769104610185,3.01256583802413,2.03694037762827,5.21031422524617
4.54021877157998,3.01007033627618,5.93019403151938,0.367993055172388,2.97979653882878,1.33996314450782
2.96573183135535,2.23606984882141,4.51478587068711,1.37162361074602,-0.804741483023187,2.70936026004087
1.92475266434515,1.67794190267904,-2.55554702221545,-5.59357518395219,-1.5238973998022,1.52083134703696
0.506048478583391,5.28298139023213,-0.502379889445402,-7.40899492678456,-8.39441062557867,-8.72226761379767
1.9590705578748,1.58496657658321,1.2302165677658,-1.98746086762204,-1.65884779471191,-1.21364558577784
-1.78505796600451,-3.02654022866193,-0.48988848347273,-0.0782556654856418,-1.14079163178326,-3.15967585764708
-1.49413472729824,-0.000755023299869088,-3.21515397421735,-4.03781849003644,-0.0615180891916474,-2.74828158690509
6.61794285277515,2.80034679755872,3.48257917810445,1.53550218047175,-0.724515555474867,3.08062924861607
-3.73899372938437,-3.19355972479736,-2.8409053336349,1.11633309465645,0.417547429331479,-0.392399971909018
1.14042832921191,0.229601869701442,4.77396831893946,-3.99169031765417,-4.95007931119563,-5.37543948006928
0.812275053381188,-1.07453756297262,0.236059583859959,-2.0290252838953,0.502422666640133,-1.17230233759715
1.86352593273779,-2.31349405320249,-3.00020785304981,4.11674033185979,1.50039550062986,3.49941238525947
4.62157736198091,3.36179357539422,0.550622305836632,-6.16519739518368,-3.10926148456981,-3.24588049425929
-3.5739294041876,-0.385065561676558,-6.05427563965032,1.27073316605049,1.63012032348596,-1.1095082422301
-0.716433850902661,1.2665920074134,0.452517616665773,-4.65839039336483,-2.83344001013139,0.850973272939911
-4.94297762073929,-4.72760629724025,-2.94700311561984,-4.86453309462928,-2.98946743680613,-5.33471008457269
3.60059191699835,7.59061353183981,6.91718116872585,-0.0097571713799178,0.273855977066459,-0.141454652803085
1.05704295042628,-4.92550606050614,-0.483158476821515,-2.81738240139216,0.211517432436227,0.766032384025755
-1.89329026861919,-6.39566883658143,-3.95202684146239,-4.03555686759902,-2.47079930359399,-9.97986000587191
1.02725669268946,0.467122764905766,-1.32847256172277,2.51623033651908,0.734782395641371,-1.5674063990638
-0.648162130767742,1.67157053005208,0.198926933979079,-0.949295032542691,-1.6720908619415,-0.320111244610339
-0.0823902950747482,3.09602837584132,3.05615797350348,-3.14614771420879,-3.56680514655429,-1.81222447706349
-1.18467398354969,-2.65686573057506,-3.90661180006718,-0.022481648072989,-3.26226064704809,-3.52907915900138
-3.00769368161739,-1.64115579508841,-6.76098881333952,4.32782166067936,5.67375460834553,3.56839827206428
1.04706383718993,-1.0660596252621,-1.88304286825159,-0.808891346527472,1.75265978703921,-4.00152818762618
-2.95256000973137,-1.97111523865431,-1.79920377183109,-1.4542467950708,-4.30968774778297,-3.47327690395399
0.123385914462126,-0.606543026377729,1.55779561450668,-6.8381918198537,-5.18831503451345,-3.75363777713612
-0.830959951576347,-2.14876841442021,-0.763243600258736,-2.63313696311763,-2.78741219168557,-4.58603585268701
-11.7659357239791,-9.35469423264251,-11.7696198213779,2.72307487001145,6.75961292417405,6.17299066721012
0.0758382145092171,-1.30037347657645,-4.230077677077,-1.89478284183359,-4.00894145001139,-4.80766840032224
-0.650944098371082,-4.280419140178,-4.49855788776089,1.97049214084179,0.365183316977021,0.600122215673485
-2.0587513518215,-6.5469240955048,-5.75643406390632,0.00154713256095707,0.553998681338767,1.16193298999716
5.33611654791265,4.31128655782579,3.62932685947054,-7.29523711914101,-1.42185655719415,-2.68034168816622
1.52028307407898,-3.2175734408329,4.02518446317039,-1.47533162195985,1.5601461866264,-0.235233245171857
-0.481432701808971,-1.14191574693007,2.0093374917823,-3.70153629026527,-2.18295386375462,-2.93974004384374
-5.4711380359787,-3.24146667415053,-6.95356735587656,-3.39226283003003,-2.9195115714405,-1.63571665422604
-1.03604536839216,2.60036716284804,-2.92421542276475,4.90301769847495,1.6027647242361,5.03382458760628
-0.898216969172964,0.838367046213201,-0.153731445412135,-8.59498633278524,-8.58879923461979,-5.72936266858353
2.27648331687922,0.376012249341787,4.3222863625615,-0.349562118915749,4.47500408347759,1.72057097017415
-0.781653967863983,2.64413456821016,-0.997880838414537,-1.63358107828556,-4.27338980141754,-2.37725361141642
0.113195823420308,-0.326689637526182,-2.95341555811167,-4.3922183224339,-4.53887558195493,-3.70252065700993
1.85122462170373,0.915264216270221,-1.3770589206256,-4.05484750974797,-3.7607928884047,-3.52727299349809
-5.86260042590218,-5.18354749557169,-2.76743402493615,-5.2105258629161,-8.27744974196621,-5.03754199074422
-0.302118516288646,-3.98579297433795,-5.54268705186358,-0.00354016406434832,-1.40802583790944,0.346209785271148
6.58448780633458,5.14668449828678,7.77304048804783,-8.21138142586773,-5.55979369014646,-5.16587412975818
1.26809004183069,-2.89483152298374,0.590034588238792,-0.726433832047118,-0.317411131963764,1.04382584465307
0.47747066508976,1.30796752414424,2.46157607166759,0.697779505830679,2.18624873722591,-0.713082511455826
4.15241182213173,7.45914594621578,5.81811258115144,-0.29886976666533,-1.9487026668191,0.299231731063083
0.382569708695014,-0.837502036937983,1.07323221846345,0.116153611561094,-2.52684057319096,-6.9882328731826
3.74449315504989,2.8104097122334,1.35127804136983,0.00477391256437532,-5.43872328165418,-0.928833746578462
1.4000815929153,-2.62470616901256,1.73115036001299,-1.4452561702721,-0.068693303557582,1.19869286646778
0.828786136734322,2.63979446782967,3.56990785199499,1.39954454926599,0.750002776102852,-1.32441024638767
-4.32251571130351,-0.748089904304065,-2.86608792645583,-0.544379576556802,0.398606849431292,-0.613592223345557
-1.83405471042123,-1.92752388278739,-0.500691204751593,-0.610402516227559,-0.976541354927234,-2.58288101524001
0.090689963155581,-1.84860739915836,-5.21637056829374,0.520035734327786,-2.97195454716578,3.92419132544528
0.869017295008554,1.30076641262332,-3.14813486031376,-0.398311535036761,-1.58894074042865,-4.84882775494671
-1.47026508406031,0.0885279733971776,1.74161761592187,1.69620646011657,3.26529507516625,-1.06465494845464
